Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,profile_text
Innovation Endeavors,http://www.innovationendeavors.com/,"Palo Alto, California, United States","Israel,USA","3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling","We invest in visionary founders, transformational technology and emergent ecosystems for a new world. Areas include supply chain, manufacturing, construction, enterprise software, fintech, and life sciences",VC,"$100,000","$15,000,000","
Name: Innovation Endeavors
Type: VC
Focus: We invest in visionary founders, transformational technology and emergent ecosystems for a new world. Areas include supply chain, manufacturing, construction, enterprise software, fintech, and life sciences
Stages: 3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling
Locations: Israel,USA
Check Size: $$100,000 to $$15,000,000
"
SK Ventures,http://skvcap.com/,"Florida, USA","Canada,USA","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in entrepreneurs that are science-driven, deep experts in their startup's domain.

We invest in areas around our subcritical thesis (https://skventures.substack.com/p/welcome-to-the-subcritical-society). ",VC,"$50,000","$250,000","
Name: SK Ventures
Type: VC
Focus: We invest in entrepreneurs that are science-driven, deep experts in their startup's domain.

We invest in areas around our subcritical thesis (https://skventures.substack.com/p/welcome-to-the-subcritical-society). 
Stages: 2. Prototype,1. Idea or Patent,3. Early Revenue
Locations: Canada,USA
Check Size: $$50,000 to $$250,000
"
Good Company,https://goodcompanyhq.com,"Shadal 3, Tel Aviv, Israel",Israel,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in innovative, hyper scalable, software-centric, early-stage, Israeli companies. We are especially excited about: Future of Energy, Agriculture, the Future of Work and Education, Circular Economy, and Digital Health. However, we are constantly learning and looking for additional opportunities in other verticals. We are aiming to invest in the Operating System of the New, Sustainable World.",VC,"$100,000","$500,000","
Name: Good Company
Type: VC
Focus: We invest in innovative, hyper scalable, software-centric, early-stage, Israeli companies. We are especially excited about: Future of Energy, Agriculture, the Future of Work and Education, Circular Economy, and Digital Health. However, we are constantly learning and looking for additional opportunities in other verticals. We are aiming to invest in the Operating System of the New, Sustainable World.
Stages: 2. Prototype,3. Early Revenue,1. Idea or Patent
Locations: Israel
Check Size: $$100,000 to $$500,000
"
Strike Ventures,https://strike.ventures,"607 W. Main St, Louisville, KY 40202, United States",USA,5. Growth,"We invest in software and software-enabled businesses which are scalable either nationally or globally, with proven staying power and a strategic path to acquisition, with ARR ranging from $500k to $10M. Our focus is on Kentucky-based companies.",VC,"$250,000","$1,000,000","
Name: Strike Ventures
Type: VC
Focus: We invest in software and software-enabled businesses which are scalable either nationally or globally, with proven staying power and a strategic path to acquisition, with ARR ranging from $500k to $10M. Our focus is on Kentucky-based companies.
Stages: 5. Growth
Locations: USA
Check Size: $$250,000 to $$1,000,000
"
Sand Hill North,https://shn.vc/,"Montreal, QC, Canada","Canada,USA","2. Prototype,3. Early Revenue,4. Scaling","We invest in pre-seed and seed. Our primary focus is B2B software. Generally we avoid consumer, hardware and capital intensive startups. We usually invest post-product and expect you have a few customers.

For 2024 we're focused on US companies, ideally in California.

We do not invest outside the US or Canada.",Family office,"$50,000","$50,000","
Name: Sand Hill North
Type: Family office
Focus: We invest in pre-seed and seed. Our primary focus is B2B software. Generally we avoid consumer, hardware and capital intensive startups. We usually invest post-product and expect you have a few customers.

For 2024 we're focused on US companies, ideally in California.

We do not invest outside the US or Canada.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: Canada,USA
Check Size: $$50,000 to $$50,000
"
Underscore VC,https://underscore.vc/,"Old City Hall, 45 School St 2nd floor, Boston, MA 02108",USA,"2. Prototype,3. Early Revenue,4. Scaling",We invest in bold entrepreneurs building b2b saas businesses with at least some traction to date.,VC,"$250,000","$10,000,000","
Name: Underscore VC
Type: VC
Focus: We invest in bold entrepreneurs building b2b saas businesses with at least some traction to date.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: USA
Check Size: $$250,000 to $$10,000,000
"
Origin Ventures,https://originventures.com/,"549 W Randolph St Suite 601, Chicago, IL 60661","USA,Canada","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling",We invest in software and marketplace businesses catering to the Digital Native economy,VC,"$250,000","$6,000,000","
Name: Origin Ventures
Type: VC
Focus: We invest in software and marketplace businesses catering to the Digital Native economy
Stages: 2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling
Locations: USA,Canada
Check Size: $$250,000 to $$6,000,000
"
Sapphire Ventures,https://sapphireventures.com/funds/sapphire-ventures/,"3408 Hillview Avenue, Palo Alto, CA 94304, US","USA,Canada,UK,Germany,Austria,France,Netherlands","5. Growth,6. Pre-IPO","We invest in visionary teams building companies of consequence, primarily investing in Series B through IPO stage technology companies.",VC,"$10,000,000","$60,000,000","
Name: Sapphire Ventures
Type: VC
Focus: We invest in visionary teams building companies of consequence, primarily investing in Series B through IPO stage technology companies.
Stages: 5. Growth,6. Pre-IPO
Locations: USA,Canada,UK,Germany,Austria,France,Netherlands
Check Size: $$10,000,000 to $$60,000,000
"
Aleph VC,https://aleph.vc/,"Rothschild 32, Tel Aviv, IL","USA,Israel,Canada","3. Early Revenue,2. Prototype","We invest in great Israeli entrepreneurs to build large, meaningful companies. Aleph leads Seed and A rounds in a wide gamut of companies, from b2c edtech like JoyTunes, b2c insurtech like Lemonade, b2b supply-chain like Fabric or b2g like Windward.",VC,"$2,000,000","$12,000,000","
Name: Aleph VC
Type: VC
Focus: We invest in great Israeli entrepreneurs to build large, meaningful companies. Aleph leads Seed and A rounds in a wide gamut of companies, from b2c edtech like JoyTunes, b2c insurtech like Lemonade, b2b supply-chain like Fabric or b2g like Windward.
Stages: 3. Early Revenue,2. Prototype
Locations: USA,Israel,Canada
Check Size: $$2,000,000 to $$12,000,000
"
Samsung Next,https://samsungnext.com/,"665 Clyde Avenue, Mountain View, CA 94043, US","USA,Israel,South Korea","3. Early Revenue,5. Growth,2. Prototype,1. Idea or Patent","We invest in early-stage innovation is software products and services with an emphasis on the right team, market understanding, and product innovation.

We mostly focus on Fintech, Cloud and edge computing and automation, Digital health and wellness, Blockchain and crypto, security privacy, and new media.",Corporate VC,"$100,000","$500,000","
Name: Samsung Next
Type: Corporate VC
Focus: We invest in early-stage innovation is software products and services with an emphasis on the right team, market understanding, and product innovation.

We mostly focus on Fintech, Cloud and edge computing and automation, Digital health and wellness, Blockchain and crypto, security privacy, and new media.
Stages: 3. Early Revenue,5. Growth,2. Prototype,1. Idea or Patent
Locations: USA,Israel,South Korea
Check Size: $$100,000 to $$500,000
"
Sapphire Sport,https://sapphireventures.com/funds/sapphire-sport/,"3408 Hillview Avenue, Palo Alto, CA 94304, US","USA,Canada,UK,Germany,Austria,France,Netherlands","3. Early Revenue,4. Scaling","We invest in early-stage technology companies shaping the future of consumption across sport, media, entertainment, and e-commerce.",VC,"$3,000,000","$7,000,000","
Name: Sapphire Sport
Type: VC
Focus: We invest in early-stage technology companies shaping the future of consumption across sport, media, entertainment, and e-commerce.
Stages: 3. Early Revenue,4. Scaling
Locations: USA,Canada,UK,Germany,Austria,France,Netherlands
Check Size: $$3,000,000 to $$7,000,000
"
Karot Capital,http://karot.capital/en/home/,"3 Rue des Vignes, 75016 Paris, France","France,UK,Belgium,Germany,Finland,Switzerland,Spain,Portugal,Ireland,Luxembourg,Netherlands,Sweden,Norway,Denmark",3. Early Revenue,We invest in innovation alongside ambitious entrepreneurs as a minority shareholder.,VC,"$350,000","$2,000,000","
Name: Karot Capital
Type: VC
Focus: We invest in innovation alongside ambitious entrepreneurs as a minority shareholder.
Stages: 3. Early Revenue
Locations: France,UK,Belgium,Germany,Finland,Switzerland,Spain,Portugal,Ireland,Luxembourg,Netherlands,Sweden,Norway,Denmark
Check Size: $$350,000 to $$2,000,000
"
Spring Capital (Estonia),https://www.springcapital.ee/,"Spring Hub: Pärnu mnt 148, Tallinn, Estonia, 11317","Croatia,Czech Republic,Denmark,Estonia,Finland,Hungary,Latvia,Lithuania,Moldova,Norway,Poland,Romania,Slovakia,Slovenia,Sweden,Ukraine","3. Early Revenue,4. Scaling",We invest in companies with at least some early customers and indications of growth.,VC,"$50,000","$200,000","
Name: Spring Capital (Estonia)
Type: VC
Focus: We invest in companies with at least some early customers and indications of growth.
Stages: 3. Early Revenue,4. Scaling
Locations: Croatia,Czech Republic,Denmark,Estonia,Finland,Hungary,Latvia,Lithuania,Moldova,Norway,Poland,Romania,Slovakia,Slovenia,Sweden,Ukraine
Check Size: $$50,000 to $$200,000
"
True Altitude,https://www.truealtitude.com/,"44 Great Cumberland Place, London, GB","Australia,UK,Singapore","3. Early Revenue,4. Scaling,5. Growth","We invest in European & Asian from Seed to Series B. Specifically in Fintech, B2B SaaS and E-Commerce",Angel network,"$50,000","$20,000,000","
Name: True Altitude
Type: Angel network
Focus: We invest in European & Asian from Seed to Series B. Specifically in Fintech, B2B SaaS and E-Commerce
Stages: 3. Early Revenue,4. Scaling,5. Growth
Locations: Australia,UK,Singapore
Check Size: $$50,000 to $$20,000,000
"
Future Energy Ventures,https://fev.vc,"Rellinghauser Str. 27, Essen, Nordrhein-Westfalen 45128, DE","Germany,USA,Israel,UK,Switzerland","4. Scaling,5. Growth",We invest in energy startups.,VC,"$1,000,000","$10,000,000","
Name: Future Energy Ventures
Type: VC
Focus: We invest in energy startups.
Stages: 4. Scaling,5. Growth
Locations: Germany,USA,Israel,UK,Switzerland
Check Size: $$1,000,000 to $$10,000,000
"
A/O PropTech,https://www.aoproptech.com/,"Floor 1, 32 Wigmore Street, London, W1U 2RP","Canada,USA,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Spain,Sweden,Switzerland,UK,Israel,UAE","2. Prototype,3. Early Revenue,4. Scaling","We invest in Built World Technology.

Stage agnostic, investing permanent capital to support entrepreneurs & companies from Series A to later-stage growth.",VC,"$2,000,000","$10,000,000","
Name: A/O PropTech
Type: VC
Focus: We invest in Built World Technology.

Stage agnostic, investing permanent capital to support entrepreneurs & companies from Series A to later-stage growth.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: Canada,USA,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Spain,Sweden,Switzerland,UK,Israel,UAE
Check Size: $$2,000,000 to $$10,000,000
"
Alarabi Venture Capital,https://alarabiinvest.com/,"512, Index Tower, DIFC, Dubai, UAE","UAE,Saudi Arabia,Bahrain,Jordan,Lebanon,Egypt,Oman,Kuwait,Qatar","3. Early Revenue,4. Scaling",We invest in GCC based technology startups with proven traction.,VC,"$100,000","$500,000","
Name: Alarabi Venture Capital
Type: VC
Focus: We invest in GCC based technology startups with proven traction.
Stages: 3. Early Revenue,4. Scaling
Locations: UAE,Saudi Arabia,Bahrain,Jordan,Lebanon,Egypt,Oman,Kuwait,Qatar
Check Size: $$100,000 to $$500,000
"
Luminate,https://luminate.org,"260 E. Main Street, 6th Floor, Rochester, NY 14618, United States",USA,"3. Early Revenue,2. Prototype,4. Scaling,5. Growth","We invest in optics, photonics, and imaging-enabled technology.  We work with teams worldwide to help them grow their technology, business, supply chain and network.  Based in Rochester, NY, the optics capital of the world, allows Luminate to leverage the local resources for worldwide growth.","Incubator, Accelerator","$100,000","$1,000,000","
Name: Luminate
Type: Incubator, Accelerator
Focus: We invest in optics, photonics, and imaging-enabled technology.  We work with teams worldwide to help them grow their technology, business, supply chain and network.  Based in Rochester, NY, the optics capital of the world, allows Luminate to leverage the local resources for worldwide growth.
Stages: 3. Early Revenue,2. Prototype,4. Scaling,5. Growth
Locations: USA
Check Size: $$100,000 to $$1,000,000
"
Direct Round,https://directround.vc/,"Tel Aviv, Israel",Israel,"2. Prototype,1. Idea or Patent,3. Early Revenue",We invest in great founders with a technology-intensive startup,VC,"$50,000","$200,000","
Name: Direct Round
Type: VC
Focus: We invest in great founders with a technology-intensive startup
Stages: 2. Prototype,1. Idea or Patent,3. Early Revenue
Locations: Israel
Check Size: $$50,000 to $$200,000
"
Brighteye Ventures,https://www.brighteyevc.com/,"5 rue Jean Monnet, L-2180 Luxembourg","France,UK,Spain,Portugal,Italy,Andorra,Germany,Ireland,Switzerland,Sweden,Austria,Czech Republic,Denmark,Norway,Lithuania,Netherlands,Belgium,USA,Poland,Finland,Israel,Slovenia,Slovakia,Ukraine,Romania,Greece,Croatia,Latvia,Estonia,Iceland,Luxembourg,Malta,Monaco,Montenegro,Bulgaria,Bosnia-H,Liechtenstein,North Macedonia","4. Scaling,3. Early Revenue","We invest in companies that use technology to help people learn & grow.

Key criterion:
🌱  Raising a Seed & Series A round
📍 Companies must be located in EU (mainly), US or Israel
♟️ Verticals: K-12, Higher Education, Corporate Training, Lifelong Learning, Family Tech 
🌍 Strong potential to scale internationally

#EdTech #Education #Training #Reskilling #Upskilling",VC,"$600,000","$4,500,000","
Name: Brighteye Ventures
Type: VC
Focus: We invest in companies that use technology to help people learn & grow.

Key criterion:
🌱  Raising a Seed & Series A round
📍 Companies must be located in EU (mainly), US or Israel
♟️ Verticals: K-12, Higher Education, Corporate Training, Lifelong Learning, Family Tech 
🌍 Strong potential to scale internationally

#EdTech #Education #Training #Reskilling #Upskilling
Stages: 4. Scaling,3. Early Revenue
Locations: France,UK,Spain,Portugal,Italy,Andorra,Germany,Ireland,Switzerland,Sweden,Austria,Czech Republic,Denmark,Norway,Lithuania,Netherlands,Belgium,USA,Poland,Finland,Israel,Slovenia,Slovakia,Ukraine,Romania,Greece,Croatia,Latvia,Estonia,Iceland,Luxembourg,Malta,Monaco,Montenegro,Bulgaria,Bosnia-H,Liechtenstein,North Macedonia
Check Size: $$600,000 to $$4,500,000
"
